objectid,identifier,negative number,title,date,searchable date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,ordering and permissions,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link,reference_url
"historicboise683","AR 001458","","Bovine Dance","1982; 1983; 1984; 1985; 1986","","1980s","Business Building Bovine Dance statue outside the Liberal Arts Building. This piece was removed from its location some time in the early 2000s.","","Enocks, Karl","","","Boise State University;Sculpture;","","Bovine Dance (Sculpture);","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","","","University Archives","","","","889.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/765","765","889.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/765","https://dcnb.github.io//bsu-demo/items/historicboise683.html"
"historicboise684","AR 023981","","Men&#39;s basketball Big Sky championship","3/13/1993","","1990s","Basketball team celebrates after winning the Big Sky championship against the University of Idaho.","","","","","Boise State University;Basketball;","","","","","Athletics;","Moscow (Idaho);","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","140.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/766","766","140.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/766","https://dcnb.github.io//bsu-demo/items/historicboise684.html"
"historicboise685","AR 027361","","Men&#39;s basketball","1991; 1992; 1993","","1990s","Basketball players Lance Vaughn and Tanoka Beard hug in between John Coker (L) and Damon Archibald (R).","","","","","Boise State University;Basketball","","","Vaughn, Lance;Beard, Tanoka;Coker, John;Archibald, Damon;","","Athletics;","","Image:StillImage","color photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08 Tanoka left in 93 AV 1/09","89.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/767","767","89.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/767","https://dcnb.github.io//bsu-demo/items/historicboise685.html"
"historicboise686","AR 024056","","Bovine Dance","8/24/1983","","1980s","Bovine Dance sculpture outside the Liberal Arts Building. This piece was removed from its location some time in the early 2000s.","","","","","Boise State University;Sculpture;","","Bovine Dance (Sculpture);","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","","","University Archives","","","","890.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/768","768","890.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/768","https://dcnb.github.io//bsu-demo/items/historicboise686.html"
"historicboise687","AR 024058","","Bovine Dance","1982; 1983; 1984; 1985; 1986","","1980s","Bovine Dance sculpture outside the Liberal Arts Building. This piece was removed from its location some time in the early 2000s.","","Markus, Russ P.","","","Boise State University;Sculpture;","","Bovine Dance (Sculpture);","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","","","University Archives","","","","891.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/769","769","891.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/769","https://dcnb.github.io//bsu-demo/items/historicboise687.html"
"historicboise688","AR 024061","","Bovine Dance","8/24/1983","","1980s","Bovine Dance sculpture outside the Liberal Arts Building. This piece was removed from its location some time in the early 2000s.","","Markus, Russ P.","","","Boise State University;Sculpture;","","Bovine Dance (Sculpture);","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","892.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/770","770","892.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/770","https://dcnb.github.io//bsu-demo/items/historicboise688.html"
"historicboise689","AR 027086","","Frank Church","2/28/1966","","1960s","Senator Frank Church addresses an assembly in the Gymnasium on the topic, &quot;The United Nations After Twenty Years&quot; on February 28, 1966.","","","","Boise College Roundup, March 3, 1966 page 1;also Frank Church collection, Series 8.1, Box 13, Folder 30","Boise State University;Public speaking;","","Gymnasium;Kinesiology Building;Human Performance Center","Church, Frank;","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","Original archive folder: Guest speakers","893.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/771","771","893.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/771","https://dcnb.github.io//bsu-demo/items/historicboise689.html"
"historicboise690","AR 027786","","Idaho legislators","1/30/1969","","1960s","Three Idaho state senators, Jerry Jenkins from Nampa district 12 (left), Warren Brown from McCall district 9 (3rd from left), and Dean Summers from Ada County (right) posing with student Sherry Vaughn, a junior English major.","","","","","Boise State University;Legislators","","","Jenkins, Jerry;Vaughn, Sherry;Brown, Warren;Summers, Dean;","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","Original archive folder: guest speakers","894.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/772","772","894.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/772","https://dcnb.github.io//bsu-demo/items/historicboise690.html"
"historicboise691","AR 020343","","NJCAA champs","11/27/1958","","1950s","Co-captains Harry Kealoha (left) and Darrell Vail holding the National Junior College Association championship trophy which the football team won on Thanksgiving after defeating the Tyler Texas Apaches, 22-0. The team won all 10 of their games that season, and were ranked first in the NJCAA.","","","","Similar photo in BJC Roundup December 9, 1958","Boise State University;Football players;Awards;","","Bronco Stadium (1950-1970);","Vail, Darrell;Kealoha, Harry;","","Football games;","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","895.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/773","773","895.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/773","https://dcnb.github.io//bsu-demo/items/historicboise691.html"
"historicboise692","AR 027701","","Old Student Union","1942; 1943; 1944; 1945; 1946; 1947; 1948; 1949","","1940s","Main dining room of the Student Union Building. To the left behind the three arches is the soda fountain; between the two double doors is a jukebox.","The cornerstone of the original Student Union was laid in November 1941 and the building was opened in 1942. After the opening of a new student union in 1967, the building became known as the Music-Drama Building. After music and drama moved out in 1984 the building was remodeled and became known as the Communication Building.","","","","Boise State University; Soda fountains;","","Student Union (1942-1967); Communication Building; Music-Drama Building;","","","","Boise (Idaho)","Image:StillImage;","b/w negative","","image/jpeg;","Boise State University Library, Special Collections and Archives;","","University Archives","","","This negative is in the AR files under 027701.","896.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/774","774","896.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/774","https://dcnb.github.io//bsu-demo/items/historicboise692.html"
"historicboise693","AR 000819","","Old Health Science Building","1972","","1970s","Health Science Building, demolished in 2002 to build a parking garage.","The Health Science Building formerly at the corner of Diploma and Earle streets was built in 1942. It was demolished in 2002 to build a parking garage.","University Photographic Services;","","Photo published in Boise State College Alumni Magazine, Winter 1972-1973, page 4","Boise State University","","Health Science Building (1942);","","","","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University archives","","","","9.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/775","775","9.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/775","https://dcnb.github.io//bsu-demo/items/historicboise693.html"
"historicboise694","AR 027362","9302-004-D5","Men&#39;s basketball","1993","","1990s","Basketball player Tanoka Beard shoots the ball inside the key as Montana State player #42 tries to draw the foul.","","","","","Boise State University;Basketball;","","","Beard, Tanoka;","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","90.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/776","776","90.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/776","https://dcnb.github.io//bsu-demo/items/historicboise694.html"
"historicboise695","AR 005800","","Dorm life","1968; 1969","","1960s","Doug Raper and Kurt Wiles using the laundry facilities at Chaffee Hall.","","Unknown","","Published in Les Bois 1969, page 257","Boise State University;Laundries (Rooms &amp; spaces);Dormitories;","","Chaffee Hall;","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","1003.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/777","777","1003.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/777","https://dcnb.github.io//bsu-demo/items/historicboise695.html"
"historicboise696","AR 023980","","Men&#39;s basketball Big Sky championship","3/13/1993","","1990s","Basketball player Tanoka Beard celebrates the Big Sky tournament victory over the University of Idaho at the University of Idaho Kibbie Dome.","","Becker, Brian","","Reference: Arbiter, 16 March 1993, page 13.","Boise State University;Basketball","","","Beard, Tanoka;","","Athletics;","Moscow (Idaho);","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","141.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/778","778","141.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/778","https://dcnb.github.io//bsu-demo/items/historicboise696.html"
"historicboise697","AR 027843","","Football practice","1950; 1951; 1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959","","1950s","Football team practicing. Head coach Lyle Smith watches from behind the line of scrimmage.","","","","","Boise State University;","","","Smith, Lyle","","Athletics;Football games;","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives;Lyle Smith Collection","","","","901.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/779","779","901.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/779","https://dcnb.github.io//bsu-demo/items/historicboise697.html"
"historicboise698","AR 027846","","Junior Rose Bowl","12/9/1950","","1950s","Boise Junior College plays Long Beach City College in the 1950 Junior College Rose Bowl in Pasadena, California. BJC lost to LBCC 33 to 13.","","","","Les Bois 1951, page 87","Boise State University; Football; Crowds;","","","","","Athletics; Football games;","Pasadena (Calif.);","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives; Lyle Smith Collection","","","","902.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/780","780","902.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/780","https://dcnb.github.io//bsu-demo/items/historicboise698.html"
