objectid,identifier,negative number,title,datenote,date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,rightsstatement,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link
historicboise739,AR 002462,,Men's intramural basketball,1955,1955,1950s,"Intramural basketball team shows their second place trophy. Front row: Dewey Hansen, Jim Sprague, captain Charlie Shangle, Bob Hansen. Back row: Jerry Headrick, Dave McFadden.",,Unknown,,"Reference: photo published in Roundup, 8 March 1955, page 4.",Boise State University;Basketball players;,,,"Hansen, Dewey;Sprague, Jim;Shangle, Charlie;Hansen, Bob;Headrick, Jerry;McFadden, Dave;",,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,ep 8/08,145.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/822,822,84.jpg,/archives/image/84.jpg
historicboise740,AR 003947,,Dancing couples,ca. 1954,1954; 1955,1950s,Students dancing in the Student Union Building.,,Unknown,,"1955 Les Bois, under ""student life"".",Boise State University;Dance parties;,,Student Union (1942-1967);Communication Building;Music-Drama Building;,,,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,938.jpg,3/31/2009,7/2/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/823,823,840.jpg,/archives/image/840.jpg
historicboise741,AR 014072,7511-001-C2,Costume party,1-Nov-75,11/1/1975,1970s,"Four female students dressed in costume. Yearbook caption reads ""dorm residents get ghoulish pleasure from trick or treat shenanigans.""",,,,"1976 Les Bois, page 144.",Boise State University;Masquerades;Dance parties,,,,,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,939.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/824,824,841.jpg,/archives/image/841.jpg
historicboise742,AR 023967,,Men's basketball,5-Mar-93,3/5/1993,1990s,University of Idaho basketball player #40 gets past three basketball players to score a goal.,,,,,Boise State University;Basketball;,,,,,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,ep 8/08,94.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/825,825,842.jpg,/archives/image/842.jpg
historicboise743,AR 003886,,Romance Language Night,23-Mar-55,3/23/1955,1950s,"Pedro Ilisastegui, a Boise resident, once a professional dancer in Cuba, performs with Inez Elguezabal at Romance Language Night. Yearbook caption: ""Grace personified.""",,Unknown,,"Published in 1955 Les Bois, under ""Plays""",Boise State University; Theatrical productions; Dancers,,,"Ilisastegui, Pedro; Elguezabal, Inez",,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,940.jpg,3/31/2009,7/2/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/826,826,843.jpg,/archives/image/843.jpg
historicboise744,lesbois1948p107,,Second Term Mixer,1948,1948,1940s,Social in Assembly Hall.,,,,"1948 Les Bois, page 107.",Boise State University;Dance parties;,,Assembly Hall;Hemingway Western Studies Center;,,,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,941.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/827,827,844.jpg,/archives/image/844.jpg
historicboise745,lesbois1946p87btm,,Fall Victory Dance,1946,1946,1940s,"Yearbook caption reads ""Cranston and Qualls, Gibbons and Thompson, Coffin and Reed, Feeney and Griffin, numbered among Boise J. C.'s elite at fall-term victory dance.""",,,,"1946 Les Bois, page 87.",Boise State University;Dance parties;Victory celebrations;,,,,,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,942.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/828,828,845.jpg,/archives/image/845.jpg
historicboise746,lesbois1946p87top,,Valkyrie Fall Victory Dance,1946,1946,1940s,"Yearbook caption reads ""Dot McRitchie, Kenny Chilton, Ellen Lou Iverson, Chuck Massie, and other bond-buyers support Valkyrie-sponsored victory dance.""",,,,"1946 Les Bois, page 87.",Boise State University;Dance parties;Victory celebrations;War bonds & funds;,,,"McRitchie, Dot;Chilton, Kenny;Iverson, Ellen Lou;Massie, Chuck",,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,943.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/829,829,846.jpg,/archives/image/846.jpg
historicboise747,AR 003951,,Christmas Formal,27-Dec-49,12/27/1949,1940s,"Yearbook caption: ""Mistletoe Kiss was the theme of the Christmas Formal as illustrated by the couple standing under the mistletoe.""",,Unknown,,"1950 Les Bois, page 81.",Boise State University;Dance parties;Mistletoe,,,,,Christmas Formal;,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,944.jpg,3/31/2009,7/2/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/830,830,847.jpg,/archives/image/847.jpg
historicboise748,clesbois1940p59,,Back to School Dance,1940,1940,1940s,"Students dancing to big band music at the ""Back to School"" dance; a ""Welcome Frosh to BJC"" sign hangs in the background.",,,,,Boise State University;Dance parties;Big bands;,,,,,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,945.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/831,831,848.jpg,/archives/image/848.jpg
historicboise749,lesbois1936p47,,Dancing couples,Fall 1936,1936,1930s,"Female students dance together at the Big Sisters, Little Sisters dance.","The Big Sisters, Little Sisters dance was an early school year social, where sophomore students (big sisters) invited freshmen students (little sisters) to the dance. This event was usually held in the Talbot Gym, behind St. Margaret's Hall.",,,,Boise State University;Dance parties;,,,,,,Boise (Idaho),Image:StillImage,b/w photo,Broncos are Dancing,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,946.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/832,832,849.jpg,/archives/image/849.jpg
